"time"	"name"	"median"	"low.m"	"up.m"	"low"	"up"	"chemical"	"tissue"
3	"CLivTCVG"	0.05469775	0.03315675	0.09083125	0.0117300275	0.224521649999999	"TCVG"	"liver"
3	"CPlasTCA"	136.3855	94.2158	197.61075	44.3512325	399.73605	"TCA"	"blood"
4	"CBldNAT"	0.0142095	0.007603005	0.026290975	0.0021709585	0.0828546149999999	"NAcTCVC"	"blood"
4	"CBldTCVC"	0.00342561	0.00183686	0.0063612275	0.0005406382	0.0200840649999999	"TCVC"	"blood"
4	"CBldTCVG"	0.00382084	0.00245958	0.0059093725	0.0009132079	0.0127785075	"TCVG"	"blood"
4	"CKid"	61.48185	40.500975	89.65575	17.0679025	173.341375	"Perc"	"kidney"
4	"CKidNAT"	0.01180285	0.00680308	0.020059775	0.00219768625	0.05404962	"NAcTCVC"	"kidney"
4	"CKidTCA"	49.21155	30.506025	78.749275	11.9772825	181.46565	"TCA"	"kidney"
4	"CKidTCVC"	0.023577	0.014037675	0.03787585	0.004829232	0.0923717325	"TCVC"	"kidney"
4	"CKidTCVG"	0.0120899	0.0072481375	0.0195404	0.00256622975	0.047494945	"TCVG"	"kidney"
4	"CLiv"	69.80225	44.315825	108.1785	16.238115	221.7427	"Perc"	"liver"
4	"CLivNAT"	0.03473355	0.01766645	0.064148675	0.004643045	0.214062125	"NAcTCVC"	"liver"
4	"CLivTCA"	83.38055	52.555425	127.846	22.0636075	290.5915	"TCA"	"liver"
4	"CLivTCVC"	0.0008351855	0.0003583435	0.001943285	7.4306685e-05	0.01015329	"TCVC"	"liver"
4	"CLivTCVG"	0.04816375	0.02864945	0.079076825	0.00993515375	0.192453925	"TCVG"	"liver"
4	"CPlasTCA"	152.322	106.188	220.12025	51.036675	427.76485	"TCA"	"blood"
5	"CBldNAT"	0.01241555	0.006690855	0.022783	0.001836192	0.0744983849999999	"NAcTCVC"	"blood"
5	"CBldTCVC"	0.003004205	0.0016093775	0.0055357375	0.000458924275	0.0176404724999999	"TCVC"	"blood"
5	"CBldTCVG"	0.00334804	0.00215517	0.005124405	0.00079570495	0.0110732375	"TCVG"	"blood"
5	"CKid"	54.50015	35.9467	78.978875	14.810795	151.79935	"Perc"	"kidney"
5	"CKidNAT"	0.01032845	0.0059566875	0.01755645	0.00186503325	0.047803685	"NAcTCVC"	"kidney"
5	"CKidTCA"	53.90405	33.91855	85.33585	13.6128825	193.2933	"TCA"	"kidney"
5	"CKidTCVC"	0.02060485	0.012296825	0.033241725	0.00416615325	0.0797301124999999	"TCVC"	"kidney"
5	"CKidTCVG"	0.010536	0.0063286725	0.017193525	0.0021849385	0.04081293	"TCVG"	"kidney"
5	"CLiv"	61.63215	39.09575	94.47575	14.0271325	191.428925	"Perc"	"liver"
5	"CLivNAT"	0.03021095	0.015331275	0.05622755	0.00390325275	0.1993582	"NAcTCVC"	"liver"
5	"CLivTCA"	90.69975	58.1659	138.288	24.9676975	307.103875	"TCA"	"liver"
5	"CLivTCVC"	0.00072289	0.0003160415	0.0016836775	6.5011835e-05	0.008980653	"TCVC"	"liver"
5	"CLivTCVG"	0.04205555	0.02522905	0.0690479	0.00846814675	0.166708375	"TCVG"	"liver"
5	"CPlasTCA"	164.6395	115.433	235.45525	56.44975	448.78355	"TCA"	"blood"
6	"CBldNAT"	0.0108797	0.0058601225	0.01982165	0.00159124575	0.065621505	"NAcTCVC"	"blood"
6	"CBldTCVC"	0.002628775	0.001422555	0.0048334275	0.000399940825	0.0149716425	"TCVC"	"blood"
6	"CBldTCVG"	0.002956505	0.001900875	0.004494495	0.000682690975	0.00952171899999999	"TCVG"	"blood"
6	"CKid"	48.1682	31.7473	69.323825	12.9156975	131.963075	"Perc"	"kidney"
6	"CKidNAT"	0.009048405	0.005237195	0.015452925	0.0016076645	0.0410246649999999	"NAcTCVC"	"kidney"
6	"CKidTCA"	57.14935	36.523075	89.232925	14.78429	196.7669	"TCA"	"kidney"
6	"CKidTCVC"	0.0179622	0.01080615	0.029144125	0.00359013875	0.0679549024999999	"TCVC"	"kidney"
6	"CKidTCVG"	0.00926522	0.0055441	0.015069675	0.00186358325	0.035746305	"TCVG"	"kidney"
6	"CLiv"	54.2373	34.4292	82.6432	12.2126	165.476975	"Perc"	"liver"
6	"CLivNAT"	0.02620515	0.0133827	0.049337525	0.00337784025	0.17646455	"NAcTCVC"	"liver"
6	"CLivTCA"	96.2297	62.325925	145.033	26.90805	311.734775	"TCA"	"liver"
6	"CLivTCVC"	0.0006294345	0.000280823	0.0014737475	5.649568e-05	0.00758626525	"TCVC"	"liver"
6	"CLivTCVG"	0.0369879	0.022169775	0.06019625	0.00734096	0.1452848	"TCVG"	"liver"
6	"CPlasTCA"	173.4925	122.6925	245.81125	59.8925675	459.6179	"TCA"	"blood"
7	"CBldNAT"	0.00948279	0.0051203425	0.01737515	0.00140482775	0.0574278749999999	"NAcTCVC"	"blood"
7	"CBldTCVC"	0.00230128	0.0012380625	0.0042632075	0.000346304625	0.0132801175	"TCVC"	"blood"
7	"CBldTCVG"	0.002590905	0.00165685	0.0039263675	0.000593915475	0.008351478	"TCVG"	"blood"
7	"CKid"	42.42985	27.8887	61.2436	11.01453	114.649125	"Perc"	"kidney"
7	"CKidNAT"	0.00793645	0.004584035	0.01359585	0.0014661015	0.0363085925	"NAcTCVC"	"kidney"
7	"CKidTCA"	59.404	38.12605	91.96985	15.8299225	200.129175	"TCA"	"kidney"
7	"CKidTCVC"	0.0157769	0.009496595	0.025483925	0.003075668	0.0580584474999999	"TCVC"	"kidney"
7	"CKidTCVG"	0.008174885	0.00484571	0.01311315	0.00166369925	0.0311413475	"TCVG"	"kidney"
7	"CLiv"	47.15225	30.2844	71.90125	10.4577375	144.850225	"Perc"	"liver"
7	"CLivNAT"	0.02294785	0.01165575	0.043579975	0.00299193475	0.1576686	"NAcTCVC"	"liver"
7	"CLivTCA"	99.59665	64.92735	148.77725	28.2725775	313.2154	"TCA"	"liver"
7	"CLivTCVC"	0.0005530765	0.00024399925	0.001283925	4.7696575e-05	0.006597886	"TCVC"	"liver"
7	"CLivTCVG"	0.0322102	0.019323825	0.052890125	0.006523914	0.126365225	"TCVG"	"liver"
7	"CPlasTCA"	179.2755	127.00175	253.672	62.898825	464.88995	"TCA"	"blood"
8	"CBldNAT"	0.008209265	0.0044749975	0.015273375	0.00120286675	0.0507582525	"NAcTCVC"	"blood"
8	"CBldTCVC"	0.00200626	0.001091155	0.00370732	0.00029728205	0.01163443	"TCVC"	"blood"
8	"CBldTCVG"	0.002278315	0.001447305	0.0034174475	0.000509657725	0.00729069399999999	"TCVG"	"blood"
8	"CKid"	37.2056	24.779225	53.978075	9.171741	101.090925	"Perc"	"kidney"
8	"CKidNAT"	0.006910315	0.0040430875	0.0119328	0.00122512725	0.031824915	"NAcTCVC"	"kidney"
8	"CKidTCA"	60.84805	39.299075	94.158425	16.1480975	200.736575	"TCA"	"kidney"
8	"CKidTCVC"	0.01383725	0.0082682625	0.02225545	0.00266854375	0.05105092	"TCVC"	"kidney"
8	"CKidTCVG"	0.00716787	0.0042722275	0.011496	0.0014290335	0.0271520325	"TCVG"	"kidney"
8	"CLiv"	41.23385	26.57965	63.073525	8.6198475	126.803275	"Perc"	"liver"
8	"CLivNAT"	0.02011045	0.0101323	0.03836355	0.0026438165	0.14067685	"NAcTCVC"	"liver"
8	"CLivTCA"	101.637	66.896675	151.1065	29.39222	310.0898	"TCA"	"liver"
8	"CLivTCVC"	0.00048832	0.00021483225	0.0011230325	4.116671e-05	0.00573882324999998	"TCVC"	"liver"
8	"CLivTCVG"	0.02825635	0.017005325	0.045967775	0.00544331275	0.10980405	"TCVG"	"liver"
8	"CPlasTCA"	182.774	129.7715	256.51375	64.79837	463.565325	"TCA"	"blood"
9	"CBldNAT"	0.0072383	0.003873575	0.01339255	0.00104725475	0.0435258624999998	"NAcTCVC"	"blood"
9	"CBldTCVC"	0.001755165	0.000948169	0.0032391925	0.00025681035	0.010204865	"TCVC"	"blood"
9	"CBldTCVG"	0.001989585	0.0012718375	0.0029980775	0.00042127995	0.0064342105	"TCVG"	"blood"
9	"CKid"	32.47255	21.659	47.23695	7.42386	88.9785225	"Perc"	"kidney"
9	"CKidNAT"	0.006084555	0.0034850225	0.010414175	0.001050287	0.0283118974999999	"NAcTCVC"	"kidney"
9	"CKidTCA"	61.4659	39.96395	95.028425	16.6413575	197.7313	"TCA"	"kidney"
9	"CKidTCVC"	0.0121345	0.007257405	0.019554625	0.00226412425	0.0445821225	"TCVC"	"kidney"
9	"CKidTCVG"	0.0062885	0.0037424175	0.0100131	0.00119601925	0.0238443974999999	"TCVG"	"kidney"
9	"CLiv"	35.96485	23.2077	55.971725	7.31478775	110.6028	"Perc"	"liver"
9	"CLivNAT"	0.01744915	0.0088472775	0.033674775	0.002240265	0.1240741	"NAcTCVC"	"liver"
9	"CLivTCA"	102.3755	67.545075	151.92525	29.77553	306.781775	"TCA"	"liver"
9	"CLivTCVC"	0.000425899	0.000186059	0.00097894125	3.5245845e-05	0.00501413099999999	"TCVC"	"liver"
9	"CLivTCVG"	0.0248884	0.014782975	0.0402046	0.00457658125	0.09690734	"TCVG"	"liver"
9	"CPlasTCA"	184.593	130.45375	257.5485	65.745775	466.104	"TCA"	"blood"
10	"CBldNAT"	0.006349475	0.0033590875	0.0117437	0.00084735655	0.0393297	"NAcTCVC"	"blood"
10	"CBldTCVC"	0.001546005	0.000835557	0.0028575275	0.000222883075	0.00898150274999999	"TCVC"	"blood"
10	"CBldTCVG"	0.001743545	0.0011040325	0.0026329975	0.000344160325	0.0057221595	"TCVG"	"blood"
10	"CKid"	28.4308	18.919825	41.720525	6.1099775	80.40882	"Perc"	"kidney"
10	"CKidNAT"	0.00529883	0.003022435	0.0092010875	0.000887642525	0.0249795399999999	"NAcTCVC"	"kidney"
10	"CKidTCA"	61.5118	39.994	94.22095	17.0081875	195.793675	"TCA"	"kidney"
10	"CKidTCVC"	0.01062255	0.0062740425	0.01711975	0.0017973765	0.0396313625	"TCVC"	"kidney"
10	"CKidTCVG"	0.00548448	0.0032461275	0.00880221	0.000961846025	0.02138045	"TCVG"	"kidney"
10	"CLiv"	31.5808	20.02625	49.234325	5.98898125	99.0839749999998	"Perc"	"liver"
10	"CLivNAT"	0.01523345	0.00771894	0.029769275	0.001843551	0.112206725	"NAcTCVC"	"liver"
10	"CLivTCA"	102.4625	67.400625	151.192	29.989495	298.0925	"TCA"	"liver"
10	"CLivTCVC"	0.0003701065	0.0001614705	0.000863771	2.8595105e-05	0.00450639	"TCVC"	"liver"
10	"CLivTCVG"	0.0217465	0.01296885	0.035203175	0.00367681725	0.0853500325	"TCVG"	"liver"
10	"CPlasTCA"	184.311	130.24425	256.1495	66.2201975	460.154625	"TCA"	"blood"
11	"CBldNAT"	0.005530895	0.0029252075	0.01029035	0.000706945325	0.0353832599999999	"NAcTCVC"	"blood"
11	"CBldTCVC"	0.00135024	0.00071669525	0.0025146275	0.0001710416	0.0078757375	"TCVC"	"blood"
11	"CBldTCVG"	0.001541995	0.000961986	0.00232687	0.000272647975	0.005131535	"TCVG"	"blood"
11	"CKid"	25.04325	16.3676	36.930975	4.83885	71.9441125	"Perc"	"kidney"
11	"CKidNAT"	0.00467092	0.002652385	0.0080728575	0.0006884453	0.02230759	"NAcTCVC"	"kidney"
11	"CKidTCA"	61.14925	39.91565	92.780025	17.07042	192.180375	"TCA"	"kidney"
11	"CKidTCVC"	0.00931508	0.005465755	0.0150467	0.001439784	0.0349243325	"TCVC"	"kidney"
11	"CKidTCVG"	0.00476936	0.00283058	0.0078447625	0.000766067525	0.0186235175	"TCVG"	"kidney"
11	"CLiv"	27.58685	17.28965	43.1345	4.718672	87.74913	"Perc"	"liver"
11	"CLivNAT"	0.01334395	0.00671642	0.026007075	0.00144303925	0.0993157949999998	"NAcTCVC"	"liver"
11	"CLivTCA"	101.545	66.897675	149.1345	30.1708775	286.8642	"TCA"	"liver"
11	"CLivTCVC"	0.000323011	0.00014100325	0.000750936	2.351571e-05	0.00400850949999999	"TCVC"	"liver"
11	"CLivTCVG"	0.0188986	0.01123965	0.030940125	0.00309787275	0.07530948	"TCVG"	"liver"
11	"CPlasTCA"	182.964	129.8405	253.189	66.1959275	452.35375	"TCA"	"blood"
12	"CBldNAT"	0.004832065	0.0025243	0.009065175	0.0005812394	0.0312684924999999	"NAcTCVC"	"blood"
12	"CBldTCVC"	0.001184635	0.00061233725	0.0021849825	0.0001243556	0.00692042499999999	"TCVC"	"blood"
12	"CBldTCVG"	0.00134375	0.000836536	0.00205484	0.00021453615	0.004600601	"TCVG"	"blood"
12	"CKid"	21.979	14.195525	32.8463	3.6321885	64.760835	"Perc"	"kidney"
12	"CKidNAT"	0.004066695	0.002259555	0.00709023	0.0005499002	0.019625145	"NAcTCVC"	"kidney"
12	"CKidTCA"	60.19105	39.440775	91.060375	17.040465	187.98105	"TCA"	"kidney"
12	"CKidTCVC"	0.008192875	0.0047343025	0.013186975	0.00113763575	0.0313481875	"TCVC"	"kidney"
12	"CKidTCVG"	0.004187495	0.002441805	0.006868975	0.000588888925	0.016286355	"TCVG"	"kidney"
12	"CLiv"	24.17995	14.9059	38.19525	3.647037	78.40994	"Perc"	"liver"
12	"CLivNAT"	0.01162795	0.0057863875	0.0226842	0.001205823	0.0877195575	"NAcTCVC"	"liver"
12	"CLivTCA"	99.83405	65.902575	146.6105	29.66618	279.617475	"TCA"	"liver"
12	"CLivTCVC"	0.000280688	0.00012145775	0.00066667775	1.86904425e-05	0.00346876099999999	"TCVC"	"liver"
12	"CLivTCVG"	0.0166367	0.0096808675	0.027360425	0.00233640925	0.0664756349999999	"TCVG"	"liver"
12	"CPlasTCA"	180.7095	127.75775	249.41175	65.5590875	442.695975	"TCA"	"blood"
13	"CBldNAT"	0.004239085	0.00219956	0.0080845725	0.0004601365	0.0281404725	"NAcTCVC"	"blood"
13	"CBldTCVC"	0.001037775	0.000527064	0.001911755	9.5128185e-05	0.00612162675	"TCVC"	"blood"
13	"CBldTCVG"	0.00118009	0.00071503575	0.00182211	0.00016056325	0.0040988865	"TCVG"	"blood"
13	"CKid"	19.28635	12.36665	29.19205	2.71298275	57.638505	"Perc"	"kidney"
13	"CKidNAT"	0.00356106	0.001938605	0.006274385	0.00043203825	0.0176751325	"NAcTCVC"	"kidney"
13	"CKidTCA"	58.94	38.644375	88.784375	16.8107	183.91825	"TCA"	"kidney"
13	"CKidTCVC"	0.00717857	0.0040738025	0.011681625	0.000859129975	0.0281141	"TCVC"	"kidney"
13	"CKidTCVG"	0.00368196	0.0020872775	0.00605553	0.000464859675	0.0144293075	"TCVG"	"kidney"
13	"CLiv"	21.3326	12.874425	33.783125	2.528897	71.10051	"Perc"	"liver"
13	"CLivNAT"	0.01017545	0.0049912975	0.0200236	0.00091603375	0.077901505	"NAcTCVC"	"liver"
13	"CLivTCA"	97.8184	64.578075	143.10525	28.846565	270.96565	"TCA"	"liver"
13	"CLivTCVC"	0.0002451535	0.00010333875	0.00058607125	1.554111e-05	0.00303617474999999	"TCVC"	"liver"
13	"CLivTCVG"	0.01463025	0.0082952275	0.0245029	0.0017215925	0.0588144424999999	"TCVG"	"liver"
13	"CPlasTCA"	177.7645	124.75125	245.753	64.5077625	431.895474999999	"TCA"	"blood"
14	"CBldNAT"	0.003730065	0.00188172	0.007130165	0.000335985175	0.0248237649999999	"NAcTCVC"	"blood"
14	"CBldTCVC"	0.000912196	0.00045276725	0.001673945	7.12276875e-05	0.0054992695	"TCVC"	"blood"
14	"CBldTCVG"	0.00104208	0.00061607175	0.00162514	0.00011256595	0.00365206875	"TCVG"	"blood"
14	"CKid"	17.0329	10.5486	26.114	1.92528875	51.6225649999999	"Perc"	"kidney"
14	"CKidNAT"	0.00313688	0.00168242	0.0055468525	0.00032334695	0.01567391	"NAcTCVC"	"kidney"
14	"CKidTCA"	57.13695	37.9074	85.93825	16.405205	178.663975	"TCA"	"kidney"
14	"CKidTCVC"	0.00626781	0.003520435	0.01039385	0.00064213435	0.025059415	"TCVC"	"kidney"
14	"CKidTCVG"	0.00323902	0.0017871425	0.0054145875	0.000328029875	0.0127684125	"TCVG"	"kidney"
14	"CLiv"	18.7334	11.0131	30.04665	1.760826	63.9511649999999	"Perc"	"liver"
14	"CLivNAT"	0.0089	0.00428544	0.01758435	0.0006615796	0.0677105199999999	"NAcTCVC"	"liver"
14	"CLivTCA"	95.3863	62.756725	138.957	28.1254675	260.0181	"TCA"	"liver"
14	"CLivTCVC"	0.0002129295	8.7802475e-05	0.000511167	1.22155675e-05	0.002671155	"TCVC"	"liver"
14	"CLivTCVG"	0.0128136	0.00708013	0.021612575	0.00126982675	0.0517112775	"TCVG"	"liver"
14	"CPlasTCA"	174.3185	122.2115	239.98925	63.3699825	422.9757	"TCA"	"blood"
15	"CBldNAT"	0.003283355	0.001608685	0.0062890575	0.000244582975	0.022055825	"NAcTCVC"	"blood"
15	"CBldTCVC"	0.0007934595	0.00038600675	0.0014913625	5.51163925e-05	0.00501262525	"TCVC"	"blood"
15	"CBldTCVG"	0.000915329	0.00052612575	0.001440195	7.58208525e-05	0.00325075199999999	"TCVG"	"blood"
15	"CKid"	15.0138	8.983645	23.148275	1.2713245	46.5747975	"Perc"	"kidney"
15	"CKidNAT"	0.002740675	0.001444505	0.00491843	0.000235147925	0.0138405425	"NAcTCVC"	"kidney"
15	"CKidTCA"	55.66255	36.761775	82.842825	15.8801475	173.467725	"TCA"	"kidney"
15	"CKidTCVC"	0.0055097	0.00301262	0.0092587775	0.0004643504	0.0222122	"TCVC"	"kidney"
15	"CKidTCVG"	0.002830855	0.00152658	0.0047838025	0.000237212725	0.0116430125	"TCVG"	"kidney"
15	"CLiv"	16.43995	9.3304	26.643075	1.22312575	58.559155	"Perc"	"liver"
15	"CLivNAT"	0.00780584	0.0036395475	0.015707725	0.00047520485	0.0587188825	"NAcTCVC"	"liver"
15	"CLivTCA"	92.41205	61.1574	134.67575	27.35386	250.193925	"TCA"	"liver"
15	"CLivTCVC"	0.000187149	7.528295e-05	0.00044900525	9.82966875e-06	0.00242221325	"TCVC"	"liver"
15	"CLivTCVG"	0.0112426	0.006107585	0.01905065	0.000871537125	0.0460746225	"TCVG"	"liver"
15	"CPlasTCA"	170.635	119.337	234.778	61.1278725	412.151325	"TCA"	"blood"
16	"CBldNAT"	0.00286365	0.0013805525	0.0055749475	0.0001656623	0.019461805	"NAcTCVC"	"blood"
16	"CBldTCVC"	0.000696924	0.00033086125	0.0013245575	3.87392525e-05	0.00446257524999999	"TCVC"	"blood"
16	"CBldTCVG"	0.0008064565	0.0004478165	0.00128086	5.33543175e-05	0.00293172225	"TCVG"	"blood"
16	"CKid"	13.3056	7.6551175	20.845425	0.8768177	42.47057	"Perc"	"kidney"
16	"CKidNAT"	0.002414435	0.00124743	0.00440338	0.000161974	0.0122838575	"NAcTCVC"	"kidney"
16	"CKidTCA"	53.6608	35.424675	79.956375	15.2158975	168.43785	"TCA"	"kidney"
16	"CKidTCVC"	0.0048097	0.0025495025	0.00823221	0.0003330294	0.0201482825	"TCVC"	"kidney"
16	"CKidTCVG"	0.00249837	0.00130531	0.004277815	0.0001705516	0.0103737075	"TCVG"	"kidney"
16	"CLiv"	14.48005	8.056625	23.911325	0.84358905	53.65796	"Perc"	"liver"
16	"CLivNAT"	0.00677822	0.0031359375	0.013827275	0.000361247025	0.051956575	"NAcTCVC"	"liver"
16	"CLivTCA"	89.1294	59.12425	129.9865	26.1902875	241.0509	"TCA"	"liver"
16	"CLivTCVC"	0.0001624365	6.4555675e-05	0.00039324525	6.988173e-06	0.00219501575	"TCVC"	"liver"
16	"CLivTCVG"	0.00992943	0.0051827575	0.016935425	0.000611697775	0.04172006	"TCVG"	"liver"
16	"CPlasTCA"	166.5735	115.737	228.08675	58.8454475	403.29285	"TCA"	"blood"
17	"CBldNAT"	0.00249112	0.0011920725	0.0049464625	0.00011536815	0.0174639125	"NAcTCVC"	"blood"
17	"CBldTCVC"	0.0006098825	0.00028019775	0.0011734275	2.76369825e-05	0.00405647849999999	"TCVC"	"blood"
17	"CBldTCVG"	0.0007152805	0.00037471475	0.0011445725	3.75376825e-05	0.00265205575	"TCVG"	"blood"
17	"CKid"	11.82545	6.474685	18.701325	0.586098525	38.6195975	"Perc"	"kidney"
17	"CKidNAT"	0.002105315	0.0010624675	0.0039195025	0.000108171475	0.0111344225	"NAcTCVC"	"kidney"
17	"CKidTCA"	51.79925	34.12485	77.500425	14.7158675	163.274625	"TCA"	"kidney"
17	"CKidTCVC"	0.004218505	0.002176805	0.0072659825	0.00022376055	0.0185169725	"TCVC"	"kidney"
17	"CKidTCVG"	0.00220347	0.00110878	0.00380017	0.000115653775	0.00958871724999997	"TCVG"	"kidney"
17	"CLiv"	12.67555	6.8074	21.442675	0.59117845	49.3721025	"Perc"	"liver"
17	"CLivNAT"	0.005988485	0.002703175	0.0123352	0.000273745575	0.046717145	"NAcTCVC"	"liver"
17	"CLivTCA"	86.4447	56.831125	125.38925	25.2676925	233.14685	"TCA"	"liver"
17	"CLivTCVC"	0.000142439	5.53282e-05	0.0003476135	5.252749e-06	0.00192757525	"TCVC"	"liver"
17	"CLivTCVG"	0.008733365	0.0043932275	0.015070475	0.000440340175	0.0382557025	"TCVG"	"liver"
17	"CPlasTCA"	161.6195	112.448	222.38375	56.1921625	395.063625	"TCA"	"blood"
18	"CBldNAT"	0.00217308	0.0010087225	0.0044416925	7.7505775e-05	0.01615027	"NAcTCVC"	"blood"
18	"CBldTCVC"	0.000531424	0.000241807	0.0010440675	1.979843e-05	0.0036789675	"TCVC"	"blood"
18	"CBldTCVG"	0.0006319655	0.00031894375	0.001026835	2.49932925e-05	0.00240711	"TCVG"	"blood"
18	"CKid"	10.415	5.49254	16.80065	0.416244925	35.5525475	"Perc"	"kidney"
18	"CKidNAT"	0.001861	0.00090015975	0.003470805	7.53869125e-05	0.00994830749999997	"NAcTCVC"	"kidney"
18	"CKidTCA"	50.01955	32.50525	74.82005	13.902995	156.134575	"TCA"	"kidney"
18	"CKidTCVC"	0.003719285	0.0018141825	0.006506565	0.000148987275	0.0167196025	"TCVC"	"kidney"
18	"CKidTCVG"	0.00193486	0.00094564575	0.0034130475	8.039491e-05	0.00877201775	"TCVG"	"kidney"
18	"CLiv"	11.17345	5.7521	19.397	0.40610365	45.3547475	"Perc"	"liver"
18	"CLivNAT"	0.005269235	0.0022908025	0.010951575	0.000195013875	0.04174223	"NAcTCVC"	"liver"
18	"CLivTCA"	83.59685	54.444225	120.8125	23.4673225	224.0177	"TCA"	"liver"
18	"CLivTCVC"	0.0001238865	4.7275925e-05	0.000310246	3.716765e-06	0.00175440675	"TCVC"	"liver"
18	"CLivTCVG"	0.007741595	0.0036609925	0.013444875	0.00029336	0.03468317	"TCVG"	"liver"
18	"CPlasTCA"	156.6575	108.3905	217.06925	52.724685	384.6981	"TCA"	"blood"
19	"CBldNAT"	0.00191302	0.0008508155	0.0039859625	5.4629715e-05	0.014545155	"NAcTCVC"	"blood"
19	"CBldTCVC"	0.0004643155	0.00020441475	0.000938048	1.3677715e-05	0.00330553825	"TCVC"	"blood"
19	"CBldTCVG"	0.000556942	0.0002678815	0.00092820375	1.71893475e-05	0.002205052	"TCVG"	"blood"
19	"CKid"	9.207725	4.65403	15.153	0.2849576	32.7068525	"Perc"	"kidney"
